volume,number,title,date_subject,date_published,graphics,physical,subject,location,abstract,notes,catalog_date,catalog_by,date_entered,date_modified,source_file
Volume 4,4605,"[State Theatre.] ""Unfaithfully yours.""","Feb 17,1949 DO Buschow, Kathleen C.",,Photoprint,8x10 B/W,"[""MOVING-PICTURE THEATERS""]","[""rf WASHINGTON ST N--220--1951, 1949""]",,"Theatre marquee: Story of a beautiful but erring wife, ""unfaithfully yours."" Photo found by donor in her office eight years ago.","September 25, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4606,[Camp Alger.],,1898-01-01 DO Victorian Society at Falls Church,Stereograph,3 1/2x7 Sepia,"[""UNITED STATES--HISTORY--WAR OF 1898"", ""SPANISH AMERICAN WAR"", ""CAMP ALGER""]","[""Acid-free box (tan), compact shelves""]",,"Obtained while doing research for the book ""Victorian Falls Church.""","September 25, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4607,"Rutherford B. Hayes, future president. 446 Rutherford B. Hayes, healing the country's wounds","1822-10-04 Jan. 17, 1893",1994-01-01 DO Victorian Society at Falls Church,Photos,51/2x51/2,"[""UNITED STATES--HISTORY--CIVIL WAR--1861-1865""]","[""fh HAYES, RUTHERFORD B.""]",,"Obtained while doing research for the book ""Victorian Falls Church."" One of the two photos used in the book. Provides brief information on General Hayes.","September 25, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4608,[Pierre Gustave Toutant Beauregard.] DO Victorian Society at Falls Church,,,Photoprint,8x10 B/W,"[""UNITED STATES--HISTORY--CIVIL WAR, 1861-1865""]","[""thp BEAUREGARD, P.G. T.""]",,"Obtained while doing research for the book ""Victorian Falls Church.""","September 25, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4609,"New York troops at Camp Alger -- members of troops a and c, New York volunteer cavalry.",1898-01-01 DO Victorian Society at Falls Church,,Photo 447,4 1/2x7 1/2 B/W,"[""UNITED STATES--HISTORY--WAR OF 1898"", ""SPANISH AMERICAN WAR"", ""CAMP ALGER"", ""HORSES""]","[""UNITED STATES--HISTORY--WAR OF 1898""]",,"Photo from Munsey's Magazine, Vol. XIX, No. 6, September, 1898, p. 807. Obtained while doing research for the book ""Victorian Falls Church.""","September 25, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4610,The Falls Church,1946-01-01,,Photoprint,"16x20 mounted on board, C","[""CHURCHES"", ""STR FAIRFAX ST E--115"", ""SA NO 1562 for B/W neg and photoprint; NO 2351 for color slide""]","[""Acid free box--11x14 Photos, Posters""]",,The photoprint was hand colored by Emily Copenhaver and presented to Jim Durant in 1975 by Porter the Photorapher.,"September 26, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4611,"Firstfriday of Falls Church. Art in the city. Jean K. Schwartz. Suzanne Gittins. Parvaneh Limbert. 448 Charlotte Skiles talks about herbs. Neena Jhaveri, breathtaking pottery, silk and canvas art. White house ornament fundraiser.","Oct. 5,2007",,Photos Drawings,"11x17, 2pp.","[""FIRSTFRIDAY"", ""ARTISTS"", ""STR PARK AVE--111"", ""MAPLE AVE N--101"", ""BROAD ST W--105"", ""BROAD ST W--240"", ""BROAD ST W--502""]","[""FIRSTFRIDAY""]",,"Vol. II, no. 19 Provides list of Firstfriday events.","September 29, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4612,Falls Church City Council. Your elected representatives in local government,,,,16 pp.,"[""CITY COUNCIL""]","[""CITY COUNCIL--MEMBERS"", ""449""]",,Provides information on the city council and its members.,"September 29, 2007",BC,"December 17,2013","December 17,2013",General_Index_FCHR_Vol_4
Volume 4,4613,City of Falls Church boards and commissions and regional boards and commissions.,,,,51 pp.,"[""BOARDS AND COMMISSIONS"", ""BOARDS AND COMMISSIONS--HISTORY"", ""BOARDS AND COMMISSIONS--DUTIES, RESPONSIBLITIES""]","[""BOARDS, COMMISSIONS, ETC--DUTIES--HISTORY""]",,Provides information on the various boards and commissions.,"September 29, 2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4614,League of Women Voters of Falls Church: local fiscal study: where does the money come from?,2005-04-05,,,16pp,"[""FUNDING--LOCAL SERVICES"", ""TAXES"", ""ORG LEAGUE OF WOMEN VOTERS OF FALLS CHURCH""]","[""LEAGUE OF WOMEN VOTERS OF FALLS CHURCH""]",,,"October 02,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4615,"The Suburban Citizen. Falls Church: beautiful town across the river, splendid showing of energy, thrift, health, temperance, and intelligence.",,"Apr.2, 1892",SKETCHES,"24x30, framed between 2 pieces of glass","[""DESCRIPTION AND TRAVEL"", ""SOCIAL LIFE AND CUSTOMS"", ""ARBOR DAY"", ""POST OFFICES"", ""STABLES"", ""SCHOOLS"", ""RAILROADS"", ""UNDERTAKERS"", ""HOTELS, TAVERNS, ETC"", ""TOWN COUNCIL"", ""WEST END STATION"", ""ORG CHRISTIAN ENDEAVOR SOCIETY"", ""VILLAGE IMPROVEMENT SOCIETY"", ""ODD FELLOWS, INDEPENDENT ORDER OF"", ""PIONEER LODGE NO. 1"", ""GOOD TEMPLARS""]","[""Currently behind door to Ref area.""]",,"Vol. 2, No. 12 of The Suburban Citizen, a newspaper published in Washington D.C. Article on Falls Church on pages 1 & 3 (see back of frame) Contain sketches of prominent citizens and The Falls Church, E. J. Northrup's livery stable, and the Schuyer Duryee house.","October 02,2007",BC,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4616,Resolution amending the adopted City of Falls Church 2007 Legislative Program,"January 22,2007",,,16 pp.,"[""RESOLUTIONS"", ""LEGISLATIVE PROGRAM 2007""]","[""VaC 352.075 Falls 2005-2007""]",,"Research on the Sustainable Energy position requires amending the position adopted by Council on Nov. 27, 2006.","October 04,2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4617,"Resolution approving the purchase of approximately 295 square feet of land, being a portion of the parcel of land commonly known as 217 S. Lee Strret for an amount not to exceed $4,400.",2007-02-12,,,6 pp.,"[""RESOLUTIONS"", ""STR LEEST S-217""]","[""VaC 352.075 Falls 2005-2007""]",,,"October 04, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4618,Resolution to approve the allocation of the 2005 State Homeland Security Grant Funds.,,,,1p.,"[""RESOLUTIONS"", ""HOMELAND SECURITY GRANT FUNDS"", ""ORG POLICE DEPT""]","[""VaC 352.075 Falls 2005-2007""]",,"Police Department will allocate the grant funds as follows: Detection Equipment $1,008.78, Physical Security Enhancements $13,831.25, CBRNE Logistical Support Equipment $8,763.97, and Intervention Equipment $7,625.00.","October 04,2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4619,Resolution requesting the Governor to delay implementation of SB 840 and HB 2707,"March 12,2007",,,2 pp.,"[""RESOLUTIONS"", ""VOTING MACHINES"", ""ORG VIRGINIA ELECTORAL BOARD ASSOCIATION"", ""VOTER REGISTRAR ASSOCIATION OF VIRGINIA"", ""ELECTORAL BOARD""]","[""VaC 352.075 Falls 2005-2007""]",,"Bills would require the City to switch to an optical scan voting system when replacing individual voting machines as they fail, and since all machines must be uniform, this would require the city to replace all machines at great expense if even one failed. Further, the City Electoral Board believes the current system to be more reliable than what the City would be forced to purchase.","October 04,2007",IM,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4620,"Resolution to grant a Special Exception for Mixed Use for properties located at 436, 458 & 472 North Washington Street to Hekemian & Company, Inc.","March 26,2007",,,9 pp.,"[""RESOLUTIONS"", ""PEARSON FUNERAL HOME TRACT"", ""NORTHGATE"", ""SPECIAL USE PERMITS"", ""MIXED USE REDEVELOPMENT"", ""STR WASHINGTON ST N - 436"", ""WASHINGTON ST N - 458"", ""454"", ""WASHINGTON ST N - 472""]","[""VaC 352.075 Falls 2005-2007""]",,"City Council granted the Special Exception 20070020 for mixed use for 436, 458, and 472 North Washington Street to allow residential development within mixed-use development projects, subject to some conditions.","October 04, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4621,Resolution to adopt the revised and updated Falls Church/James Lee/Southgate Neighborhood Improvement Program and Conservation Plan.,2007-05-14,,,2 pp.,"[""RESOLUTIONS"", ""FALLS CHURCH/JAMES LEE/SOUTHGATE NEIGHBORHOOD"", ""IMPROVEMENT PROGRAM AND CONSERVATION PLAN""]","[""VaC 352.075 Falls 2005-2007""]",,"City Council resolved to adopt the Revised and Updated Falls Church/James Lee/Southgate Neighborhood Improvement Program and Conservation Plan as adopted by the Fairfax County Board in November, 2006.","October 04, 2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4622,Resolution TR7-11 amending Resolution 2003-35 granting Special Exceptions SE03-0136 for Mixed Use and SE03-0137 for height bonus at 513 West Broad Street to allow retail service uses.,2007-05-14,,,2 pp.,"[""RESOLUTIONS"", ""MIXED USE REDEVELOPMENT"", ""STR BROAD ST W -513""]","[""VaC 352.075 Falls 2005-2007""]",,"Council approved the special exceptions SE03-0136 (for mixed use) and SE03-0137 (for height bonus) for 513 West Broad Street to allow residential development within mixed-use development projects and a thirty (30) foot height bonus in the B-1, Limited Business District at 513 West Broad Street, subject to some conditions.","October 04,2007",IM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4623,"Legislative update. Actions of the city council for October 9, 2007. Ordinance to amend the budget of expenditures and revenues, and capital improvement plan, for the fiscal year 2007-2008. (T07-12) (Ordinance 1809) Resolution authorizing the city manager to award a contract to Twin Contracting Cooperation in the amount of $241,649.00 for city hall east wing improvements. (TR7-29) (Res. 2007-22) Ordinance to amend chapter 33, article IV, ""tax relief for low income elderly and/or persons permanently and totally disabled, ""section 33- 24, ""exemption and deferral eligibility"" for tax year 2007. (T07-13) Resolution amending resolution 2004-14 granting special exceptions SE03-0142 for mixed use and SE03-0143 for height bonus at 444 West Broad Street to allow retail service uses. (TR7-30) Resolution extending the term for the members of the local board of building code appeals. (TR7-26) (Res. 2007-23)",2007-10-09,,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""ORDINANCES"", ""BUDGET"", ""STR BROAD ST W--444""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"October 10,2007",BC.,"March 07,2016 456",,General_Index_FCHR_Vol_4
Volume 4,4624,"Resolution to approve request for a grant of $40,000 from the Falls Church Education Foundation","June 11,2007",,,1p.,"[""RESOLUTIONS"", ""FALLS CHURCH EDUCATION FOUNDATION (FCEF)"", ""ORG FALLS CHURCH EDUCATION FOUNDATION""]","[""VaC 352.075 Falls 2005-2007""]",,"City Council authorized $40,000 to be taken from the FY07 contingency account to be given as a grant to the Falls Church Education Foundation.","October 13,2007",JM,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4625,Fall deliberations 2007: the city center. Draft discussion guide:give us your comments by 10/14/07 at DFCCVA.org.,2007-10-07,,Photos Diagrams,10pp.,"[""CITY PLANNING--CITY CENTER"", ""LAND USE""]","[""CITY PLANNING--CITY CENTER""]",,,"October 20, 2007",,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4626,"Frozen Dairy Bar. DO Hunt, Chloe 457",,,Print,"24x30, C","[""ICE CREAM"", ""ICE CREAM CONES"", ""SUNDAES"", ""SHAKES"", ""FLOATS"", ""STR ARLINGTON BLVD--6655""]","[""Behind door leading to Ref area.""]",,,"October 23,2007",BC,"March 07,2016","May 17,2019",General_Index_FCHR_Vol_4
Volume 4,4627,Firstfriday. Art in the city. Lots of art behind these small silhouettes. Anna Satterfield. Elena Konstantin. Firstfriday photo gallery. With a stroke of genius - why not paint Einstein? Art supplies at Art and Frame - make art happen!,"Nov. 2,2007",,Photos Drawings,"11x17, 2pp.","[""FIRSTFRIDAY"", ""ARTISTS"", ""PHOTOGRAPHERS"", ""STR PARK AVE--111"", ""458"", ""WASHINGTON ST N--330"", ""MAPLE AVE N--101"", ""BROAD ST W--105"", ""BROAD ST W--502"", ""WEST ST N--212""]","[""FIRSTFRIDAY""]",,"Vol. II, no. 20 Provides list of Firstfriday events.","October 30,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4628,"The John Mills House, restoration & renovation.","Sep. 30,1975 DO Office of Real Estate Assessment [Stanley Wooten]",,,"24 1/2x26, 11pp., blue on buff","[""HISTORIC HOUSES"", ""CHERRY HILL--RESTORATION & RENOVATION"", ""JOHN MILLS HOUSE-RESTORATION & RENOVATION"", ""STR PARK AVE--312""]","[""Large map case""]",,,"October 30,2007",BC,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4629,"Discover a Victorian town, Falls Church, Virginia 1837-1910",1837-1910,2007-01-01,Map 459 Photos,18x24,"[""HISTORIC HOUSES"", ""CHURCHES"", ""ARCHITECTURE--VICTORIAN""]","[""Large map case"", ""HISTORIC MARKERS""]",,,"November 13,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4630,"Legislative update. Actions of the city council for November 13,2007. Authorize the city manager to extend the existing contract for utility locating and making services, in the amount of $225,000.00, to Double H. Locates, LLC. Authorize city manager to accept proposal from LOBO construction in the amount of $160,000.00 to carry out road reconstruction work. Authorize the city manager to award a contract to National Asphalt in the amount of $100,000.00 for the purchase of liquid asphalt. A resolution of the city council of the city of Falls Church, Virginia authorizing the issuance and sale of its general obligation public improvement bond in the amount of $9,000,000. (TR7-33) (Res. 2007-27) Resolution amending resolution 2004-14 granting special exceptions SE03-0142 for mixed use and SE03-0143 for height bonus at 444 West Broad Street to allo retail / servide uses. (TR7-30) (Res. 2007-28) Resolution to adopt a two-year transportation plan for the city of Falls Church and endorse priorities for the Northern Virginia Transportation Authority's six year program for FY 2009 - FY 2010. (TR7-34) (Res 2007-29) Resolution in support of immigrant residents as part of the vital diversity in the falls church community, and calling upon the government of the United States to enact and to enforce coherent immigration laws that recognize the inherent rights of all people as protected by the constitution of the United States. (TR7-35) (Res 2007-30) Resolution endorsing proposed expenditure reductions to the city of Falls Church FY08 budget. (TR7-36) (Res 2--7-31)","Nov. 13,2007 460",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""TRANSPORTATION"", ""BUDGET"", ""STR BROAD ST W--444""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"November 14,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4631,[Report cards.],"1930-1931 1931-1932 1932-1933 1934-1935 1935-1936 DO Grille, Robert",,,6 1/2x7 6 1/2x12,"[""MADISON ELEMENTARY SCHOOL--STUDENTS"", ""SA Going to the Village(#18) VaC DVD 917.5 Going 1999 Pts 11-18"", ""and Video 917.5 Going #18""]","[""fh GRILLE, ROBERT""]",,,"November 24,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4632,"Legislative update. Actions of the city council for November 26, 2007. An ordinance to amend chapter 20, motor vehicles and traffic, of the code of the city of Falls Church, Virginia, by amending sections 20.41-44 (residential parking restrictions) to revise the process to request parking restrictions for residential areas. (T07-14) Resolution to adopt FY2009 funding recommendations for community development block grant funds (CDBG) and home Investment Partnerships Program (HOME) funds. (TR7-37) (Res. 2007-32) Resolution adopting the city of Falls Church 2008 legislative program. (TR7-31) (Res. 2007-33)",2007-11-26,,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""ORDINANCES"", ""RESOLUTIONS"", ""BOARDS AND COMMISSIONS--APPOINTMENTS"", ""COMMUNITY DEVELOPMENT BLOCK GRANT (CDBG)"", ""HOME INVESTMENT PARTNERSHIP PROGRAM (HOME)"", ""LEGISLATIVE PROGRAM--2008""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2006-""]",,File located in the front of the drawer containing City Council packets.,"November 27, 2007",BC,"July 15,2014","July 15,2014",General_Index_FCHR_Vol_4
Volume 4,4633,"Firstfriday. Art in the city. Peter Tomlinson, biography. Artist's statement. Marianne Kokkoros. Catherine Guerard. Anime Pavilion's elegant gothic Lolita party. Calendar of events.","Dec. 7,2007 462",,Photos,"11x17, 2 pp.","[""FIRSTFRIDAY"", ""ARTISTS"", ""PHOTOGRAPHERS"", ""STR PARK AVE--111"", ""WASHINGTON ST N--330"", ""WASHINGTON ST N--98"", ""MAPLE AVE N--101"", ""BROAD ST W--105"", ""BROAD ST W--502"", ""HILLWOOD AVE--115"", ""ORG GEORGE MASON HIGH SCHOOL CHORUS""]","[""FIRSTFRIDAY""]",,Vol. IL no. 21 Provides list of Firstfriday events.,"December 04,2007",BC,"March 07,2016",,General_Index_FCHR_Vol_4
